API#,Operator,Operator ID,WellType,WellName,WellNumber,Order/Permit,Approval Date,County,Sec,Twp,Rng,Q4,Q3,Q2,Q1,LAT,LONG,PSI,BBLS,GAS,MCF,ZONE
3513727203,BANNER OIL & GAS LLC,22792,2R,WILSON LEWIS,WL-24I,1409090012,2015-08-19T00:00:00Z,STEPHENS,14,03S,05W,E2,E2,NE,NE,34.301821444,-97.684737539,450,2000,NA,NA,LOCO
3513727210,BANNER OIL & GAS LLC,22792,2R,WILSON LEWIS,WL-25I,1409090011,2014-07-24T00:00:00Z,STEPHENS,14,03S,05W,C,E2,E2,NE,34.300007915,-97.68599,440,2000,NA,NA,LOCO
3513727211,BANNER OIL & GAS LLC,22792,2R,WILSON LEWIS,WL-26I,1409090010,2015-08-04T00:00:00Z,STEPHENS,14,03S,05W,E2,E2,E2,NE,34.30007,-97.68516,450,2000,NA,NA,LOCO
3513727217,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-19I,1502660012,2014-11-13T00:00:00Z,STEPHENS,11,03S,05W,E2,SE,SE,SE,34.30001,-97.68504,485,2000,NA,NA,LOCO
3513727218,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-21I,1500850066,2015-04-22T00:00:00Z,STEPHENS,11,03S,05W,C,S2,SE,SE,34.30456,-97.68708,495,2000,NA,NA,LOCO
3513727219,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-23i,1500850064,2015-04-22T00:00:00Z,STEPHENS,11,03S,05W,W2,SW,SE,SE,34.30431,-97.68908,470,2000,NA,NA,LOCO
3513727220,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-22I,1500850065,2015-04-29T00:00:00Z,STEPHENS,11,03S,05W,E2,SW,SE,SE,34.30475,-97.68831,485,2000,NA,NA,LOCO
3513727221,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-27I,1502660010,2015-04-24T00:00:00Z,STEPHENS,11,03S,05W,E2,E2,SE,SE,34.30534,-97.68508,486,2000,NA,NA,LOCO
3513727222,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-31I,1502660006,2014-11-07T00:00:00Z,STEPHENS,11,03S,05W,W2,W2,SE,SE,34.30543,-97.68912,472,2000,NA,NA,LOCO
3513727223,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-30I,1502660007,2014-11-07T00:00:00Z,STEPHENS,11,03S,05W,E2,W2,SE,SE,34.305448627,-97.68823,485,2000,NA,NA,LOCO
3513727224,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-291,1502660008,2015-04-24T00:00:00Z,STEPHENS,11,03S,05W,NA,C,SE,SE,34.30554,-97.68708,493,2000,NA,NA,LOCO
3513727225,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-28I,1502660009,2014-11-13T00:00:00Z,STEPHENS,11,03S,05W,C,E2,SE,SE,34.30551,-97.68601,484,2000,NA,NA,LOCO
3513727234,BANNER OIL & GAS LLC,22792,2R,JOHNSON,J-24I,1501030014,2015-08-17T00:00:00Z,STEPHENS,14,03S,05W,E2,SW,SE,SE,34.299985544,-97.686785146,435,2000,NA,NA,LOCO
3513727252,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-39I,1502870061,2014-11-18T00:00:00Z,STEPHENS,11,03S,05W,W2,NW,SE,SE,34.30651,-97.68913,484,2000,NA,NA,loco
3513727253,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-38I,1502870060,2014-11-18T00:00:00Z,STEPHENS,11,03S,05W,W2,NW,SE,SE,34.30658,-97.68828,489,2000,NA,NA,LOCO
3513727254,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-37I,1502870059,2014-11-18T00:00:00Z,STEPHENS,11,03S,05W,C,N2,SE,SE,34.30645,-97.68721,494,2000,NA,NA,LOCO
3513727257,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-35I,1502870057,2014-11-18T00:00:00Z,STEPHENS,11,03S,05W,E2,NE,SE,SE,34.30628,-97.68513,495,2000,NA,NA,LOCO
3513727261,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-43I,1504550040,2015-08-07T00:00:00Z,STEPHENS,11,03S,05W,E2,E2,E2,SE,34.30727,-97.68511,496,2000,NA,NA,LOCO
3513727268,PRUITT OPERATING COMPANY LLC,17710,2R,EMERSON,22,1806280004,2018-02-26T00:00:00Z,STEPHENS,22,01S,05W,NW,NE,SW,SE,34.452437,-97.707314,300,600,NA,NA,PERMIAN
3513727269,SAJAC ENERGY COMPANY LLC,19467,2R,EMERSON,W-15,1703760046,2017-07-18T00:00:00Z,STEPHENS,22,01S,05W,W2,NW,NE,SE,34.45555,-97.70624,300,400,NA,NA,PERMIAN
3513727270,SAJAC ENERGY COMPANY LLC,19467,2R,EMERSON,W-16,1703760047,2017-07-16T00:00:00Z,STEPHENS,22,01S,05W,W2,W2,SE,SE,34.45083,-97.70637,296,400,NA,NA,PERMIAN
3513727279,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-53I,1503840008,2015-04-29T00:00:00Z,STEPHENS,11,03S,05W,C,S2,NE,SE,34.30825,-97.68716,497,2000,NA,NA,LOCO
3513727280,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-541,1503840009,2014-12-02T00:00:00Z,STEPHENS,11,03S,05W,C,SW,NE,SE,34.30816,-97.68817,489,2000,NA,NA,LOCO
3513727291,HAYS PRODUCTION LLC,21141,2D,SANNER,30I,1501500039,2015-03-11T00:00:00Z,STEPHENS,22,01S,05W,C,S2,NW,SW,34.45327,-97.71743,290,400,NA,NA,PERMIAN
3513727297,BANNER OIL & GAS LLC,22792,2R,WOODWORTH,W-181,1502870056,2015-04-24T00:00:00Z,STEPHENS,11,03S,05W,SW,SW,SE,SE,34.30376,-97.68908,472,2000,NA,NA,LOCO
3513727308,KODIAK OIL & GAS INC,23226,2R,TOMLIN,27,1505940022,2015-04-01T00:00:00Z,STEPHENS,15,03S,05W,SE,NW,SE,SW,34.2913989,-97.7139937,468,999,NA,NA,LOCO
3513727313,BANNER OIL & GAS LLC,22792,2R,JOHNSON,J-71I,1504550044,2015-08-17T00:00:00Z,STEPHENS,14,03S,05W,C,NE,SW,NE,34.299101175,-97.690037857,431,2000,NA,NA,LOCO
3513727316,BANNER OIL & GAS LLC,22792,2R,JOHNSON,J-72I,1504550043,2015-02-06T00:00:00Z,STEPHENS,14,03S,05W,NA,SW,SE,SE,34.299101161,-97.691130416,425,2000,NA,NA,LOCO B
3513727317,BANNER OIL & GAS LLC,22792,2R,JOHNSON,J-73I,1504550041,2015-08-07T00:00:00Z,STEPHENS,14,03S,05W,C,NW,SW,NE,34.29925,-97.69261,550,2000,NA,NA,LOCO
3513727334,BANNER OIL & GAS LLC,22792,2R,JOHNSON,J-801,1504550042,2015-08-07T00:00:00Z,STEPHENS,14,03S,05W,W2,NW,SW,NE,34.29891,-97.69367,438,2000,NA,NA,LOCO
3513727335,BANNER OIL & GAS LLC,22792,2R,JOHNSON,J-70I,1601360046,2017-03-10T00:00:00Z,STEPHENS,14,03S,05W,C,N2,S2,NE,34.2991903,-97.689253,442,2000,NA,NA,LOCO
3513727379,JONES OIL COMPANY LLC (THE),1161,2D,STEPHENS,SWD,1503930022,2015-03-09T00:00:00Z,STEPHENS,33,01S,08W,C,SE,SW,NW,34.428418055,-98.04858555,1300,10000,NA,NA,ARMSTRONG
3513727405,EASON TRUCKING LLC,22235,CDW,ABBY REESE,1,1504920071,2015-05-28T00:00:00Z,STEPHENS,27,01S,04W,NW,SW,NW,NW,34.446577044,-97.613675019,500,10000,NA,NA,PONTOTOC
3513727447,SONNY'S TANK TRUCKS INC,4923,CDW,BIG H SWD,1,2100106002,2021-02-05T00:00:00Z,STEPHENS,24,01S,04W,NE,SW,SW,SE,34.450019134,-97.569235604,500,9900,NA,NA,PONTOTOC
3513727452,JENKINS CHARLEY W dba JENKINS OIL COMPANY,15170,2D,WIRT FRANKLIN,1A,2101101801,2021-03-15T00:00:00Z,STEPHENS,17,02S,04W,SW,NW,SE,NE,34.3858044,-97.6364513,182,200,NA,NA,PERMIAN
3513727454,HOGBACK EXPLORATION INC,21161,2R,GREEN RANCH,3-19,2008100159,2020-05-11T00:00:00Z,STEPHENS,19,02S,04W,C,NW,SW,NE,34.37167,-97.65778,1273,350,NA,NA,DEESE
3513727457,BANNER OIL & GAS LLC,22792,2R,SCHOOL LAND,SL-75,1908550022,2019-04-08T00:00:00Z,STEPHENS,14,03S,05W,SE,NW,SW,NW,34.29917,-97.70083,370,1500,NA,NA,LOCO
3513727459,BANNER OIL & GAS LLC,22792,2R,SCHOOL LAND,SL-77,1604080024,2016-01-06T00:00:00Z,STEPHENS,14,03S,05W,S2,NW,SW,NW,34.29865,-97.70131,375,3000,NA,NA,LOCO
3513727473,PRUITT OPERATING COMPANY LLC,17710,2R,WT SANNER EAST,28,1700160037,2017-03-23T00:00:00Z,STEPHENS,22,01S,05W,SW,NE,SE,SW,34.45154,-97.71301,150,350,NA,NA,PERMIAN
3513727496,JENKINS & PERKINS TRUCKING INC,24770,CDW,WOMACK SWD,1,1709730032,2017-07-24T00:00:00Z,STEPHENS,1,02S,04W,SE,SW,SW,SE,34.40611,-97.56886,900,10000,NA,NA,PONTOTOC
3513727509,HOGBACK EXPLORATION INC,21161,2R,EMMETT MASSEY,104,2008100158,2020-05-07T00:00:00Z,STEPHENS,19,02S,04W,C,NW,NE,NW,34.37537,-97.66401,1187,350,NA,NA,DEESE
3513727530,BANNER OIL & GAS LLC,22792,2R,BROWN,8I,2200902701,2021-11-24T00:00:00Z,STEPHENS,11,03S,05W,C,SE,SW,SE,0,0,425,1000,NA,NA,LOCO
3513727538,HOGBACK EXPLORATION INC,21161,2R,GREEN RANCH,1-19,2008100160,2020-04-21T00:00:00Z,STEPHENS,19,02S,04W,C,W2,SE,SE,34.363569,-97.653439,1721,280,NA,NA,TUSSY
3513727544,JONES OIL COMPANY LLC (THE),1161,2D,SCHOOL LAND,14,1906400016,2019-01-18T00:00:00Z,STEPHENS,36,01S,09W,SW,NW,NE,NE,34.434251,-98.090832,1400,9950,NA,NA,ARMSTRONG
3513727559,HAYS PRODUCTION LLC,21141,2D,AOSU,3-20I,1908620029,2019-04-02T00:00:00Z,STEPHENS,22,01S,05W,C,S2,NE,SW,34.45342,-97.71297,290,500,NA,NA,PERMIAN
3513727564,HAYS PRODUCTION LLC,21141,2R,MYERS,23I,1910880012,2019-07-03T00:00:00Z,STEPHENS,34,01S,05W,NA,C,NW,NW,34.43275,-97.71751,350,500,NA,NA,PERMIAN
3513727581,HAYS PRODUCTION LLC,21141,2R,MYERS,M24I,2003310019,2020-03-26T00:00:00Z,STEPHENS,34,01S,05W,C,W2,NW,NW,34.43269,-97.71869,350,500,NA,NA,PERMIAN
3513727599,HAYS PRODUCTION LLC,21141,2R,AOSU,3-22I,2006620012,2020-09-30T00:00:00Z,STEPHENS,22,01S,05W,C,E2,NE,SW,34.454326,-97.712102,280,300,NA,NA,PERMIAN
3513727600,HAYS PRODUCTION LLC,21141,2R,AOSU,3-21I,2006620013,2020-09-25T00:00:00Z,STEPHENS,22,01S,05W,C,SE,NE,SW,34.453431,-97.712066,280,300,NA,NA,PERMIAN
3513727611,SOUTHERLAND JOE DON dba TAYLOR OIL CO,19583,2R,JONES QUINN,24,2009210018,2020-07-30T00:00:00Z,STEPHENS,23,01S,05W,NE,SW,SW,SE,34.450263,-97.692189,200,990,NA,NA,PERMIAN
3513727613,GILBY SERVICES LLC,24430,2D,FRENSLEY,18,2100903002,2021-11-29T00:00:00Z,STEPHENS,34,01S,05W,C,SW,NE,NE,0,0,228,600,NA,NA,PERMIAN
3513727617,SOUTHERLAND JOE DON dba TAYLOR OIL CO,19583,2R,JONES QUINN,27,2101002902,2020-12-11T00:00:00Z,STEPHENS,23,01S,05W,S2,SW,NW,SE,34.4533,-97.6925,178,1000,NA,NA,PERMIAN
3513727620,BULLET ENERGY SERVICES LLC,22386,CDW,BULLET ENERGY,3 SWD,2101100502,2021-03-11T00:00:00Z,STEPHENS,27,01S,04W,NE,SE,SW,NW,34.44232,-97.61077,1625,10000,NA,NA,ALDRIDGE
3513727633,BANNER OIL & GAS LLC,22792,2R,BROWN,9I,2201001801,2021-12-17T00:00:00Z,STEPHENS,11,03S,05W,C,S2,SW,SE,34.304596,-97.691423,410,720,NA,NA,LOCO
3513727643,BANNER OIL & GAS LLC,22792,2R,BROWN,17I,2200101803,2022-04-27T00:00:00Z,STEPHENS,11,03S,05W,C,NE,SW,SE,34.306408,-97.690331,350,1140,NA,NA,LOCO
3513727662,AQUANYX MIDSTREAM LLC,24606,CDW,NORTH VELMA SWD,1,2201202702,2022-02-14T00:00:00Z,STEPHENS,32,01N,04W,NW,SE,SW,SW,34.508505,-97.648361,2275,10000,NA,NA,SIMS
3513727663,CITATION OIL & GAS CORPORATION,14156,2D,ELY SWD,1-26,2200300801,2022-07-21T00:00:00Z,STEPHENS,26,01N,05W,SE,SW,SE,SE,34.522016,-97.688004,830,15000,NA,NA,"POTOTOC, CISCO"
3513727668,BANNER OIL & GAS LLC,22792,2R,BROWN,18I,2200400101,2022-06-10T00:00:00Z,STEPHENS,11,03S,05W,W2,E2,SW,SE,34.305501,-97.690497,550,1440,NA,NA,LOCO
3513727679,BANNER OIL & GAS LLC,22792,2R,SJLSU,85I,2200501201,2022-07-12T00:00:00Z,STEPHENS,14,03S,05W,W2,SW,SW,NW,34.29736,-97.70231,200,1000,NA,NA,LOCO
3513730046,TILLEY JR FREDDIE R,22511,2R,MORGAN,11-W,60236,1965-10-05T00:00:00Z,STEPHENS,9,01S,05W,NA,C,E2,SE,34.48157057,-97.72139022,"NA","NA",NA,NA,PONTOTOC
3513730047,TILLEY JR FREDDIE R,22511,2R,MORGAN,14-W,60236,1965-10-05T00:00:00Z,STEPHENS,9,01S,05W,NA,NA,SE,SE,34.38637,-97.57428,"NA","NA",NA,NA,PONTOTOC
3513730061,SOUTHERLAND EDDIE dba KETA OIL COMPANY,16784,2D,ADAMS-PRINCE,9,388061,1994-11-18T00:00:00Z,STEPHENS,4,02S,05W,NE,SW,NW,SE,34.41032621,-97.72766911,250,150,NA,NA,PERMIAN
3513730098,STEPHENS & JOHNSON OPERATING CO,19113,2R,VELMA TUSSY UNIT,9,1904710007,2018-12-12T00:00:00Z,STEPHENS,24,01S,05W,SW,NE,NW,NW,34.462215,-97.68207,1733,2500,NA,NA,TUSSY
3513730174,JAYCAR PRODUCTION LLC,24232,2D,DAILY B,2,261051,1984-06-18T00:00:00Z,STEPHENS,2,01N,09W,C,NW,NE,SW,34.58598,-98.13908,1500,2000,NA,NA,"PERMIAN, CISCO"
3513730186,WILD OUTDOORS OIL LLC,23948,2R,S. VELMA PERMIAN UNIT,2-1C,73629,1969-05-13T00:00:00Z,STEPHENS,1,02S,05W,NA,SE,SE,SW,34.471282,-97.68207,"NA","NA",NA,NA,PERMIAN
3513730373,CHATHAM JIMMY R,14490,2R,DROF,39,161280,1979-12-11T00:00:00Z,STEPHENS,27,01S,05W,SW,NE,SE,SE,34.45035,-97.59891,600,1000,NA,NA,PERMIAN
3513730721,DALCOR ENERGY LLC,22074,2D,M LOWERY,4,525962,2006-06-14T00:00:00Z,STEPHENS,8,03S,05W,NE,SW,SW,SW,34.30491667,-97.75355556,530,1000,NA,NA,LOCO
3513730726,SANNER JEFFREY B dba BRYANT LYN PRODUCTION,17873,2R,MOORE,19,43024,1960-07-22T00:00:00Z,STEPHENS,17,02S,04W,SE,NE,NW,NW,34.38967,-97.64603,"NA","NA",NA,NA,PONTOTOC
3513730748,ROZELL HAROLD dba ROUNDUP OIL LLC,15970,2D,GLAUSEY,6,78767,1970-01-21T00:00:00Z,STEPHENS,25,02S,04W,NA,SW,NE,NE,34.422774,-97.87846,0,120,NA,NA,FUSULINID
3513760005,JONES BRENT,19165,2D,HUMPHREYS,1,84910,1971-05-11T00:00:00Z,STEPHENS,35,01N,04W,NA,SW,SE,NW,34.515158,-97.59307,212,500,NA,NA,PERMIAN
3513770211,C & R PETROLEUM COMPANY,19737,2R,JOHNSON,4,1005300084,2010-03-10T00:00:00Z,STEPHENS,18,01S,08W,NE,NE,NW,SE,34.470059,-98.07486,0,250,NA,NA,HOXBAR
3513775022,HUNT GAYLAN ENTERPRISES INC,19276,2D,DOLAN,7,40673,1959-09-29T00:00:00Z,STEPHENS,15,01S,08W,NA,SE,NW,NW,34.47524,-98.03175,0,200,NA,NA,UNKNOWN FORMATION
3513775026,BUD OIL COMPANY,8414,2D,MCCAULLEY,A-1,337935,1989-04-13T00:00:00Z,STEPHENS,21,01S,05W,NA,SW,SW,SE,34.29723,-97.73895,300,300,NA,NA,PERMIAN
3513775027,GILBY SERVICES LLC,24430,2D,HANSON,1,225696,1982-10-05T00:00:00Z,STEPHENS,12,01S,04W,SE,SW,SE,SW,34.4788534,-97.5742993,150,300,NA,NA,PONTOTOC
3513775034,CITATION OIL & GAS CORPORATION,14156,2D,"FEATHERSTON ""A""",34W,174849,1980-08-25T00:00:00Z,STEPHENS,16,03S,05W,NA,SE,SE,NW,34.43775,-97.71598,235,100,NA,NA,PERMIAN
3513775035,CITATION OIL & GAS CORPORATION,14156,2D,"FEATHERSTON  ""A""",37W,174851,1980-08-15T00:00:00Z,STEPHENS,16,03S,05W,NA,NE,SE,NW,34.37331,-97.62079,235,100,NA,NA,PERMIAN
3513776025,RAY ROCKY,23359,2D,BURKHART,1,2200301501,2022-09-28T00:00:00Z,STEPHENS,27,01S,05W,NW,SE,SW,SW,0,0,69,150,NA,NA,PERMIAN
3513900137,BREITBURN OPERATING LP,23249,2R,POSTLE UPPER MORROW UNIT,9-3,67934,1968-01-09T00:00:00Z,TEXAS,11,05N,13ECM,NA,C,SE,NW,36.91572,-101.62483,"NA","NA",NA,NA,MORROW
3513900143,BREITBURN OPERATING LP,23249,2R,HOUGH MORROW A UNIT,13,355562,1991-03-27T00:00:00Z,TEXAS,13,05N,13ECM,NA,C,SE,SE,36.89394,-101.59775,2000,2500,NA,NA,MORROW
3513900155,WEINKAUF PETROLEUM INC,18444,2R,NEESE,1-22,1008050091,2010-07-12T00:00:00Z,TEXAS,22,05N,11ECM,NA,C,SE,NW,36.887222,-101.859167,750,1000,NA,NA,MORROW
3513900162,BEAR PETROLEUM LLC,22856,2D,ETTA NILES,1,506688,2005-06-09T00:00:00Z,TEXAS,32,06N,10ECM,NA,SE,SE,NW,36.94442,-102.00247,750,5000,NA,NA,KEYES
3513900191,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,64,78258,1969-10-20T00:00:00Z,TEXAS,32,05N,13ECM,NA,C,NW,SE,36.854111,-101.67425,2000,1200,NA,NA,MORROW
3513900253,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,2,541892,2007-07-17T00:00:00Z,TEXAS,26,05N,13ECM,NA,C,NW,NW,36.87586,-101.62928,2500,5000,CO2,12000,MORROW
3513900254,BREITBURN OPERATING LP,23249,2R,HOVEY MORROW UNIT,39-20,1202640136,2011-11-21T00:00:00Z,TEXAS,22,05N,13ECM,S2,N2,SE,SE,36.879347,-101.634,2500,5000,NA,NA,MORROW
3513900443,BREITBURN OPERATING LP,23249,2R,POSTLE UPPER MORROW UNIT,5-2,396934,1995-11-06T00:00:00Z,TEXAS,2,05N,13ECM,NA,C,SE,NE,36.93025,-101.61578,2300,2500,NA,NA,MORROW
3513900870,SWENTON MICHAEL J,11239,2D,ROBBINS,A-1,65351,1967-03-20T00:00:00Z,TEXAS,10,03N,12ECM,NA,NW,NW,SE,36.739488,-101.7524,200,200,NA,NA,GLORIETTA
3513901015,XTO ENERGY INC,21003,2D,J.V. BALZER,2-6,471684,2003-01-17T00:00:00Z,TEXAS,6,03N,17ECM,NA,NA,C,NE,36.757883096,-101.263864139,0,500,NA,NA,GLORIETTA
3513901479,MERIT ENERGY COMPANY,18934,2D,TAYLOR B,1 SWD,488316,2004-04-07T00:00:00Z,TEXAS,19,06N,12ECM,SW,SW,SW,NE,36.97244,-101.80286,0,300,NA,NA,GLORIETTA
3513901901,MERIT ENERGY COMPANY,18934,2R,CARTHAGE II,601-W,536057,2007-02-28T00:00:00Z,TEXAS,19,06N,11ECM,NA,C,NE,SE,36.97058,-101.9045,2290,2000,NA,NA,MORROW
3513920012,RESOURCE OIL AND GAS LLC,24248,2R,CARTHAGE UNIT III,6-5,185551,1981-03-10T00:00:00Z,TEXAS,35,06N,10ECM,NA,C,NE,NW,36.94892,-101.94936,1000,1500,NA,NA,PURDY
3513920024,BREITBURN OPERATING LP,23249,2R,POSTLE UPPER MORROW UNIT,11-4,514453,2005-11-07T00:00:00Z,TEXAS,36,06N,13ECM,W2,E2,SE,NE,36.94475,-101.59736,2500,3000,CO2,7200,MORROW
3513920065,RESOURCE OIL AND GAS LLC,24248,2R,CARTHAGE UNIT III,4-3,244918,1983-09-14T00:00:00Z,TEXAS,25,06N,10ECM,NA,C,SW,SW,36.952518,-101.931881,1000,1500,NA,NA,PURDY
3513920083,WYNN-CROSBY OPERATING LP,21686,2R,PRICE,B-2,1107180085,2011-11-01T00:00:00Z,TEXAS,16,04N,13ECM,NA,C,NE,SW,36.811306,-101.666278,200,200,NA,NA,MORROW
3513920095,MERIT ENERGY COMPANY,18934,2D,OKLAHOMA STATE,1-6,338540,1989-05-04T00:00:00Z,TEXAS,6,03N,14ECM,NA,NW,NW,SE,36.75527,-101.58974,0,100,NA,NA,GLORIETTA
3513920140,RESOURCE OIL AND GAS LLC,24248,2R,CARTHAGE UNIT III,3-5,169489,1980-05-16T00:00:00Z,TEXAS,26,06N,10ECM,NA,NA,SW,SE,36.9525,-101.94478,1000,1500,NA,NA,PURDY
3513920152,ARMOR PETROLEUM INC,18829,2R,RICE MORROW UNIT,3,404674,1996-08-28T00:00:00Z,TEXAS,4,02N,10ECM,NA,C,NE,NW,36.67333,-101.98983,2000,3000,NA,NA,MORROW
3513920202,RESOURCE OIL AND GAS LLC,24248,2R,CARTHAGE UNIT III,6-9,169491,1980-05-16T00:00:00Z,TEXAS,35,06N,10ECM,NA,C,SW,NE,36.94558,-101.94461,1000,1500,NA,NA,PURDY
3513920235,BREITBURN OPERATING LP,23249,2R,POSTLE UPPER MORROW UNIT,T3-W2,67934,1968-01-09T00:00:00Z,TEXAS,1,05N,13ECM,NA,NW,NW,NW,36.93483,-101.6125,"NA","NA",NA,NA,MORROW
3513920265,XTO ENERGY INC,21003,2D,OTTO LUTES,1,429926,1999-02-01T00:00:00Z,TEXAS,34,06N,18ECM,NA,NA,C,E2,36.94644,-101.09156,200,450,NA,NA,GLORIETTA
3513920296,SOONER OIL & GAS,24466,2D,SWD/FRED,1,303401,1985-09-26T00:00:00Z,TEXAS,23,02N,11ECM,NA,C,SE,SE,36.619194,-101.836861,350,400,NA,NA,COUNCIL GROVE
3513920302,BREITBURN OPERATING LP,23249,2R,HOVEY MORROW UNIT,35-2,534876,2007-01-30T00:00:00Z,TEXAS,22,05N,13ECM,NA,C,SE,NW,36.88669,-101.64281,2500,3500,NA,NA,MORROW
3513920332,BREITBURN OPERATING LP,23249,2R,HOUGH MORROW UNIT,39-1,534354,2007-01-18T00:00:00Z,TEXAS,22,05N,13ECM,NA,C,NW,SE,36.88308,-101.63828,2500,3500,NA,NA,MORROW
3513920338,BREITBURN OPERATING LP,23249,2R,"HOUGH MORROW ""A"" UNIT",33,1205770037,2012-04-12T00:00:00Z,TEXAS,12,05N,13ECM,SE,SW,NW,NW,36.91753,-101.61122,2500,5000,NA,NA,MORROW
3513920362,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,68,118799,1976-02-03T00:00:00Z,TEXAS,35,05N,13ECM,NA,C,SE,SE,36.85047,-101.61569,2000,2000,NA,NA,MORROW
3513920366,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,69,1006500034,2010-03-29T00:00:00Z,TEXAS,36,05N,13ECM,W2,E2,SE,SW,36.850383,-101.6069,2000,2500,CO2,12000,MORROW
3513920423,ARMOR PETROLEUM INC,18829,2R,RICE MORROW UNIT,6,391094,1995-03-30T00:00:00Z,TEXAS,4,02N,10ECM,NA,C,SW,NE,36.66972,-101.98528,2000,2000,NA,NA,MORROW
3513920432,BREITBURN OPERATING LP,23249,2R,HOVEY MORROW UNIT,24-2,1007100078,2010-05-27T00:00:00Z,TEXAS,15,05N,13ECM,NA,C,S2,SW,36.893848,-101.6453,2500,3500,CO2,8400,MORROW
3513920441,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,70,1007390055,2010-06-14T00:00:00Z,TEXAS,36,05N,13ECM,NA,NA,SE,SE,36.85044207,-101.59764,2500,5000,CO2,12000,MORROW
3513920452,BREITBURN OPERATING LP,23249,2R,HOUGH MORROW A UNIT,36,1200440061,2011-08-12T00:00:00Z,TEXAS,12,05N,13ECM,W2,E2,SW,NE,36.91572,-101.60217,2500,5000,CO2,12000,MORROW
3513920498,BREITBURN OPERATING LP,23249,2D,NE HARDESTY UNIT,17-3,2005560103,2020-02-12T00:00:00Z,TEXAS,11,03N,18ECM,SW,NW,NW,NW,36.746283,-101.0945,600,6000,NA,NA,WABAUNSEE
3513920506,MERIT ENERGY COMPANY,18934,2D,WEBB,B-2,508448,2005-07-18T00:00:00Z,TEXAS,34,04N,12ECM,NA,C,NW,SE,36.7675,-101.75164,200,2000,NA,NA,TOPEKA
3513920512,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,75,1101930085,2010-10-14T00:00:00Z,TEXAS,26,05N,13ECM,NA,C,SW,SE,36.864867,-101.6205,2500,5000,CO2,12000,MORROW
3513920514,BREITBURN OPERATING LP,23249,2R,POSTLE UPPER MORROW UNIT,1-4,396930,1995-11-06T00:00:00Z,TEXAS,6,05N,14ECM,E2,W2,SE,NW,36.930154,-101.5889,2300,2500,NA,NA,MORROW
3513920523,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,76,538870,2007-05-04T00:00:00Z,TEXAS,10,04N,13ECM,SW,SE,SE,NW,36.828036,-101.6471,2500,5000,CO2,12000,MORROW
3513920543,P O & G PANHANDLE LP,24342,2R,OMU,3042X,395949,1995-10-02T00:00:00Z,TEXAS,30,04N,10ECM,C,N2,NW,SW,36.78317,-102.02955,2000,2000,NA,NA,MORROW
3513920550,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,78,1205770038,2012-04-12T00:00:00Z,TEXAS,3,04N,13ECM,NA,C,NE,SE,36.8406,-101.63918,2500,5000,CO2,12000,MORROW
3513920559,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,81,345662,1990-03-14T00:00:00Z,TEXAS,2,04N,13ECM,S2,N2,NE,NW,36.847543,-101.6296,2000,2500,NA,NA,MORROW
3513920562,P O & G PANHANDLE LP,24342,2R,OMU,1914X,395728,1995-09-21T00:00:00Z,TEXAS,19,04N,10ECM,NA,C,SE,SE,36.79322,-102.01656,2000,3000,NA,NA,MORROW
3513920631,P O & G PANHANDLE LP,24342,2R,OMU,1821X,395725,1995-09-21T00:00:00Z,TEXAS,18,04N,10ECM,NA,C,SE,SE,36.80772,-102.01711,2000,2000,NA,NA,MORROW
3513920656,BREITBURN OPERATING LP,23249,2R,WEST HOUGH MORROW UNIT,82,529191,2006-08-31T00:00:00Z,TEXAS,28,05N,13ECM,NW,SW,NW,SE,36.86783,-101.65858,2500,5000,CO2,12000,MORROW
3513920680,ARMOR PETROLEUM INC,18829,2D,RICE MORROW UNIT,14,425838,1998-08-20T00:00:00Z,TEXAS,8,02N,10ECM,NA,C,SE,NW,36.65528,-102.00801,2000,3000,NA,NA,MORROW
